igre,disciplina,mesto,drzava,ime,rezultat 
Innsbruck 1964,10000m-men,7,GER,Gerhard Zimmermann,16:22.50
Innsbruck 1964,10000m-men,8,GBR,Thomas Alfred Malkin,16:35.20
Innsbruck 1964,10000m-men,9,DEN,Kurt R. Stille,16:38.30
Innsbruck 1964,10000m-men,10,SWE,Ivar Nilsson,16:40.30
Innsbruck 1964,10000m-men,11,AUT,Hermann Strutz,16:42.60
Innsbruck 1964,10000m-men,12,URS,Igor Ostashov,16:45.50
Innsbruck 1964,10000m-men,13,NOR,Per Ivar Moe,16:47.10
Innsbruck 1964,10000m-men,14,FIN,Jouko Ilmari Launonen,16:49.80
Innsbruck 1964,10000m-men,15,CAN,Ralf Olin,16:53.30
Innsbruck 1964,10000m-men,16,NED,Cornelis Verkerk,16:53.40
Innsbruck 1964,10000m-men,17,SWE,Örjan Sandler,16:56.90
Innsbruck 1964,10000m-men,18,ITA,Renato De Riva,16:57.50
Innsbruck 1964,10000m-men,19,GER,Günter Traub,16:58.40
Innsbruck 1964,10000m-men,20,FIN,Juhani Jouko Järvinen,17:05.00
Innsbruck 1964,10000m-men,21,GER,Jürgen Traub,17:08.90
Innsbruck 1964,10000m-men,22,JPN,Toyofumi Aruga,17:09.90
Innsbruck 1964,10000m-men,23,PRK,Choon Bong Kim,17:10.80
Innsbruck 1964,10000m-men,24,JPN,Satoshi Shinpo,17:11.30
Innsbruck 1964,10000m-men,25,MGL,Tsend Luvsansharavyn,17:12.40
Innsbruck 1964,10000m-men,26,FIN,Kalervo Hietala,17:12.90
Innsbruck 1964,10000m-men,27,FRA,André Kouprianoff,17:17.40
Innsbruck 1964,10000m-men,28,GBR,Anthony Bullen,17:19.80
Innsbruck 1964,10000m-men,29,SUI,Ruedi Uster,17:23.40
Innsbruck 1964,10000m-men,30,USA,Wayne Arthur Le Bombard,17:30.60
Innsbruck 1964,10000m-men,31,KOR,Young Bai Choi,17:31.30
Innsbruck 1964,10000m-men,32,JPN,Yoshihiro Kawano,17:39.00
Innsbruck 1964,10000m-men,33,HUN,György Ivankai,17:47.30
Grenoble 1968,500m-men,1,FRG,Erhard Keller,40.30
Grenoble 1968,500m-men,2,USA,Richard Mcdermott,40.50
Grenoble 1968,500m-men,2,NOR,Magne Thomassen,40.50
Grenoble 1968,500m-men,4,URS,Yevgeny Grishin,40.60
Grenoble 1968,500m-men,5,USA,Neil Blatchford,40.70
Grenoble 1968,500m-men,5,NOR,Arne Herjeaunet,40.70
Grenoble 1968,500m-men,5,USA,John Wurster,40.70
Grenoble 1968,500m-men,8,FIN,Seppo Hänninen,40.80
Grenoble 1968,500m-men,8,SWE,Haakan Holmgren,40.80
Grenoble 1968,500m-men,8,JPN,Keiichi Suzuki,40.80
Grenoble 1968,500m-men,11,FRG,Herbert Höfl,41.00
Grenoble 1968,500m-men,11,URS,Anatoly Lepyoshkin,41.00
Grenoble 1968,500m-men,13,NOR,Roar Grönvold,41.10
Grenoble 1968,500m-men,13,NED,Ard Schenk,41.10
Grenoble 1968,500m-men,15,SWE,Hasse Börjes,41.20
Grenoble 1968,500m-men,15,SWE,Heike Hedlund,41.20
Grenoble 1968,500m-men,15,JPN,Masaki Suzuki,41.20
Grenoble 1968,500m-men,18,URS,Valery Muratov,41.40
Grenoble 1968,500m-men,19,GBR,John Tipper,41.50
Grenoble 1968,500m-men,19,FRG,Gerhard Zimmermann,41.50
Grenoble 1968,500m-men,21,USA,Thomas James Gray,41.60
Grenoble 1968,500m-men,21,URS,Valerii Kaplan,41.60
Grenoble 1968,500m-men,23,FIN,Kimmo Koskinen,41.70
Grenoble 1968,500m-men,24,SWE,Manne Lavaas,41.80
Grenoble 1968,500m-men,25,CAN,Robert Boucher,42.00
Grenoble 1968,500m-men,26,AUT,Otmar Braunecker,42.10
Grenoble 1968,500m-men,26,ITA,Elio Locatelli,42.10
Grenoble 1968,500m-men,26,GBR,Geoffrey Stockdale,42.10
Grenoble 1968,500m-men,29,NOR,Johan Lind,42.30
Grenoble 1968,500m-men,30,NED,Petrus Nottet,42.40
Grenoble 1968,500m-men,31,HUN,Mihaly Martos,42.50
Grenoble 1968,500m-men,31,FRG,Günter Traub,42.50
Grenoble 1968,500m-men,33,JPN,Tamio Dejima,42.60
Grenoble 1968,500m-men,33,FIN,Jouko Ilmari Launonen,42.60
Grenoble 1968,500m-men,33,NED,Cornelis Verkerk,42.60
Grenoble 1968,500m-men,33,CAN,Peter Williamson,42.60
Grenoble 1968,500m-men,37,JPN,Takayuki Hida,42.90
Grenoble 1968,500m-men,38,MGL,Dashnyam Luvsanlkhagvyn,43.00
Grenoble 1968,500m-men,38,HUN,György Martos,43.00
Grenoble 1968,500m-men,40,FIN,Olavi Hjellman,43.10
Grenoble 1968,500m-men,41,AUS,Colin Victor Coates,43.30
Grenoble 1968,500m-men,41,CAN,Robert Hodges,43.30
Grenoble 1968,500m-men,43,SUI,Ruedi Uster,43.60
Grenoble 1968,500m-men,44,SUI,Hansruedi Widmer,43.70
Grenoble 1968,500m-men,45,FRA,Michel Thepenier,43.80
Grenoble 1968,500m-men,46,FRA,François Perrenoud,44.10
Grenoble 1968,500m-women,1,URS,Lyudmila Titova,46.10
Grenoble 1968,500m-women,2,USA,Jennifer Fish,46.30
Grenoble 1968,500m-women,2,USA,Dianne Holum,46.30
Grenoble 1968,500m-women,2,USA,Mary Meyers,46.30
Grenoble 1968,500m-women,5,NED,Elisabeth Van Den Brom,46.60
Grenoble 1968,500m-women,6,FIN,Kaija Mustonen,46.70
Grenoble 1968,500m-women,6,NOR,Sigrid Sundby,46.70
Grenoble 1968,500m-women,8,NOR,Kirsti Biermann,46.80
Grenoble 1968,500m-women,9,URS,Irina Yegorova,46.90
Grenoble 1968,500m-women,9,URS,Tatyana Sidorova,46.90
Grenoble 1968,500m-women,11,NOR,Lisbeth Korsmo,47.00
Grenoble 1968,500m-women,12,FIN,Arja Kantola,47.40
Grenoble 1968,500m-women,12,FRG,Evi Sappl,47.40
Grenoble 1968,500m-women,14,NED,Stien Baas Kaiser,47.60
Grenoble 1968,500m-women,15,SWE,Christina Scherling,47.70
Grenoble 1968,500m-women,16,NED,Wil Burgmeijer,47.80
Grenoble 1968,500m-women,16,GDR,Ruth Schleiermacher,47.80
Grenoble 1968,500m-women,18,FIN,Kaija Liisa Keskivitikka,48.10
Grenoble 1968,500m-women,19,FRA,Marie Lise Perrenoud,48.20
Grenoble 1968,500m-women,19,CAN,Wendy Thompson,48.20
Grenoble 1968,500m-women,21,FRG,Hildegard Sellhuber,48.40
Grenoble 1968,500m-women,22,FRA,Martine Ivangine,48.50
Grenoble 1968,500m-women,23,CAN,Marcia Parsons,48.80
Grenoble 1968,500m-women,24,CAN,Doreen Mccannell,49.00
Grenoble 1968,500m-women,25,JPN,Misae Takeda,49.40
Grenoble 1968,500m-women,26,SWE,Ylva Hedlund,49.90
Grenoble 1968,500m-women,27,JPN,Kaname Ide,50.00
Grenoble 1968,1000m-women,1,NED,Carolina Geijssen,1:32.60
Grenoble 1968,1000m-women,2,URS,Lyudmila Titova,1:32.90
Grenoble 1968,1000m-women,3,USA,Dianne Holum,1:33.40
Grenoble 1968,1000m-women,4,FIN,Kaija Mustonen,1:33.60
Grenoble 1968,1000m-women,5,URS,Irina Yegorova,1:34.40
Grenoble 1968,1000m-women,6,NOR,Sigrid Sundby,1:34.50
Grenoble 1968,1000m-women,7,USA,Jeanne Ashworth,1:34.70
Grenoble 1968,1000m-women,8,FIN,Kaija Liisa Keskivitikka,1:34.80
Grenoble 1968,1000m-women,9,NOR,Kirsti Biermann,1:35.00
Grenoble 1968,1000m-women,10,NED,Stien Baas Kaiser,1:35.20
Grenoble 1968,1000m-women,11,URS,Lasma Kaouniste,1:35.30
Grenoble 1968,1000m-women,12,GDR,Ruth Schleiermacher,1:35.60
Grenoble 1968,1000m-women,13,NOR,Lisbeth Korsmo,1:36.80
Grenoble 1968,1000m-women,13,NED,Elisabeth Van Den Brom,1:36.80
Grenoble 1968,1000m-women,15,SWE,Christina Scherling,1:36.90
Grenoble 1968,1000m-women,16,FRG,Hildegard Sellhuber,1:37.20
Grenoble 1968,1000m-women,17,FRA,Martine Ivangine,1:37.40
Grenoble 1968,1000m-women,17,FRG,Evi Sappl,1:37.40
Grenoble 1968,1000m-women,19,SWE,Ylva Hedlund,1:37.50
Grenoble 1968,1000m-women,20,CAN,Doreen Mccannell,1:37.60
Grenoble 1968,1000m-women,21,CAN,Marcia Parsons,1:37.70
Grenoble 1968,1000m-women,22,FIN,Arja Kantola,1:37.90
Grenoble 1968,1000m-women,23,USA,Jennifer Fish,1:38.40
Grenoble 1968,1000m-women,24,FRA,Marie Lise Perrenoud,1:39.30
Grenoble 1968,1000m-women,25,JPN,Misae Takeda,1:40.40
Grenoble 1968,1000m-women,26,JPN,Sachiko Saito,1:41.00
Grenoble 1968,1000m-women,27,CAN,Wendy Thompson,1:41.10
Grenoble 1968,1000m-women,28,FRA,Patricia Demartini,1:44.60
Grenoble 1968,1000m-women,29,GBR,Patricia Tipper,1:46.50
Grenoble 1968,1500m-men,1,NED,Cornelis Verkerk,2:03.40
Grenoble 1968,1500m-men,2,NOR,Ivar Eriksen,2:05.00
Grenoble 1968,1500m-men,2,NED,Ard Schenk,2:05.00
Grenoble 1968,1500m-men,4,NOR,Magne Thomassen,2:05.10
Grenoble 1968,1500m-men,5,SWE,Johnny Höglin,2:05.20
Grenoble 1968,1500m-men,5,NOR,Björn Tveter,2:05.20
Grenoble 1968,1500m-men,7,NOR,Svein Erik Stiansen,2:05.50
Grenoble 1968,1500m-men,8,URS,Eduard Matusevich,2:06.10
Grenoble 1968,1500m-men,9,NED,Petrus Nottet,2:06.30
Grenoble 1968,1500m-men,10,SWE,Örjan Sandler,2:07.00
Grenoble 1968,1500m-men,11,URS,Aleksandr Kertchenko,2:07.10
Grenoble 1968,1500m-men,12,URS,Ants Antson,2:07.20
Grenoble 1968,1500m-men,12,URS,Valerii Kaplan,2:07.20
Grenoble 1968,1500m-men,14,FIN,Jouko Ilmari Launonen,2:07.50
Grenoble 1968,1500m-men,15,FRG,Günter Traub,2:07.70
Grenoble 1968,1500m-men,16,NED,Jan Bols,2:07.80
Grenoble 1968,1500m-men,16,SWE,Manne Lavaas,2:07.80
Grenoble 1968,1500m-men,18,FIN,Kimmo Koskinen,2:07.90
Grenoble 1968,1500m-men,19,USA,Richard Wurster,2:08.40
Grenoble 1968,1500m-men,20,SWE,Göran Claeson,2:08.60
Grenoble 1968,1500m-men,21,FIN,Olavi Hjellman,2:10.10
Grenoble 1968,1500m-men,22,FRG,Jürgen Traub,2:10.20
Grenoble 1968,1500m-men,23,USA,Wayne Arthur Le Bombard,2:11.20
Grenoble 1968,1500m-men,24,FIN,Raimo Hietala,2:11.70
Grenoble 1968,1500m-men,24,USA,William Lanigan,2:11.70
Grenoble 1968,1500m-men,26,CAN,Robert Hodges,2:12.00
Grenoble 1968,1500m-men,27,HUN,György Martos,2:12.20
Grenoble 1968,1500m-men,28,GBR,John Tipper,2:12.40
Grenoble 1968,1500m-men,29,HUN,György Ivankai,2:12.60
Grenoble 1968,1500m-men,30,JPN,Tadao Ishihata,2:12.70
Grenoble 1968,1500m-men,31,JPN,Keiichi Suzuki,2:13.10
Grenoble 1968,1500m-men,32,ITA,Giancarlo Gloder,2:13.20
Grenoble 1968,1500m-men,33,ITA,Elio Locatelli,2:13.30
Grenoble 1968,1500m-men,34,USA,Roger Capan,2:13.60
Grenoble 1968,1500m-men,34,ITA,Renato De Riva,2:13.60
Grenoble 1968,1500m-men,36,FRA,Michel Thepenier,2:13.70
Grenoble 1968,1500m-men,37,FRA,François Perrenoud,2:14.00
Grenoble 1968,1500m-men,38,ITA,Guido Gillarduzzi,2:14.10
Grenoble 1968,1500m-men,39,AUT,Otmar Braunecker,2:14.40
Grenoble 1968,1500m-men,40,JPN,Mutsuhiko Maeda,2:14.80
Grenoble 1968,1500m-men,40,AUT,Hermann Strutz,2:14.80
Grenoble 1968,1500m-men,40,JPN,Masaki Suzuki,2:14.80
Grenoble 1968,1500m-men,43,GBR,Geoffrey Stockdale,2:15.60
Grenoble 1968,1500m-men,44,AUT,Erich Korbel,2:15.70
Grenoble 1968,1500m-men,45,HUN,Mihaly Martos,2:15.80
Grenoble 1968,1500m-men,46,CAN,Peter Williamson,2:16.00
Grenoble 1968,1500m-men,47,SUI,Hansruedi Widmer,2:16.10
Grenoble 1968,1500m-men,48,SUI,Franz Krienbühl,2:16.30
Grenoble 1968,1500m-men,49,AUS,Colin Victor Coates,2:16.70
Grenoble 1968,1500m-men,49,MGL,Dashnyam Luvsanlkhagvyn,2:16.70
Grenoble 1968,1500m-men,51,KOR,Il Hwan Lee,2:17.50
Grenoble 1968,1500m-men,52,MGL,Bujiin Jalbaa,2:18.00
Grenoble 1968,1500m-men,53,GBR,David George Bodington,2:19.10
Grenoble 1968,1500m-women,1,FIN,Kaija Mustonen,2:22.40
Grenoble 1968,1500m-women,2,NED,Carolina Geijssen,2:22.70
Grenoble 1968,1500m-women,3,NED,Stien Baas Kaiser,2:24.50
Grenoble 1968,1500m-women,4,NOR,Sigrid Sundby,2:25.20
Grenoble 1968,1500m-women,5,URS,Lasma Kaouniste,2:25.40
Grenoble 1968,1500m-women,6,FIN,Kaija Liisa Keskivitikka,2:25.80
Grenoble 1968,1500m-women,7,URS,Lyudmila Titova,2:26.80
Grenoble 1968,1500m-women,8,GDR,Ruth Schleiermacher,2:27.10
Grenoble 1968,1500m-women,9,SWE,Christina Scherling,2:27.50
Grenoble 1968,1500m-women,9,FRG,Hildegard Sellhuber,2:27.50
Grenoble 1968,1500m-women,11,URS,Lidiya Skoblikova,2:27.60
Grenoble 1968,1500m-women,12,NED,Johanna Schut,2:28.30
Grenoble 1968,1500m-women,13,USA,Dianne Holum,2:28.50
Grenoble 1968,1500m-women,14,FRA,Martine Ivangine,2:29.90
Grenoble 1968,1500m-women,14,NOR,Kari Kaaring,2:29.90
Grenoble 1968,1500m-women,16,USA,Jeanne Ashworth,2:30.30
Grenoble 1968,1500m-women,17,NOR,Lisbeth Korsmo,2:30.70
Grenoble 1968,1500m-women,18,SWE,Christina Karlsson,2:31.40
Grenoble 1968,1500m-women,18,JPN,Sachiko Saito,2:31.40
Grenoble 1968,1500m-women,20,SWE,Ylva Hedlund,2:31.50
Grenoble 1968,1500m-women,21,CAN,Doreen Mccannell,2:32.20
Grenoble 1968,1500m-women,22,FIN,Arja Kantola,2:33.20
Grenoble 1968,1500m-women,23,JPN,Kaname Ide,2:34.20
Grenoble 1968,1500m-women,24,CAN,Marcia Parsons,2:34.40
Grenoble 1968,1500m-women,25,USA,Jeanne Omelenchuk,2:35.50
Grenoble 1968,1500m-women,26,JPN,Jitsuko Saito,2:36.60
Grenoble 1968,1500m-women,27,KOR,Kuy Chin Kim,2:36.70
Grenoble 1968,1500m-women,28,FRA,Marie Lise Perrenoud,2:39.20
Grenoble 1968,1500m-women,29,FRA,Patricia Demartini,2:40.60
Grenoble 1968,1500m-women,30,FRG,Paula Dufter,2:45.20
Grenoble 1968,3000m-women,1,NED,Johanna Schut,4:56.20
Grenoble 1968,3000m-women,2,FIN,Kaija Mustonen,5:01.00
Grenoble 1968,3000m-women,3,NED,Stien Baas Kaiser,5:01.30
Grenoble 1968,3000m-women,4,FIN,Kaija Liisa Keskivitikka,5:03.90
Grenoble 1968,3000m-women,5,NED,Wil Burgmeijer,5:05.10
Grenoble 1968,3000m-women,6,URS,Lidiya Skoblikova,5:08.00
Grenoble 1968,3000m-women,7,SWE,Christina Scherling,5:09.80
Grenoble 1968,3000m-women,8,URS,Anna Sablina,5:12.50
Grenoble 1968,3000m-women,9,NOR,Sigrid Sundby,5:13.30
Grenoble 1968,3000m-women,10,USA,Jeanne Ashworth,5:14.00
Grenoble 1968,3000m-women,11,USA,Jeanne Omelenchuk,5:14.90
Grenoble 1968,3000m-women,12,URS,Lasma Kaouniste,5:16.00
Grenoble 1968,3000m-women,13,SWE,Christina Karlsson,5:17.20
Grenoble 1968,3000m-women,14,USA,Toy Dorgan,5:17.60
Grenoble 1968,3000m-women,15,FRA,Martine Ivangine,5:19.30
Grenoble 1968,3000m-women,16,NOR,Lisbeth Korsmo,5:19.60
Grenoble 1968,3000m-women,17,NOR,Kari Kaaring,5:20.60
Grenoble 1968,3000m-women,18,CAN,Doreen Mccannell,5:21.50
Grenoble 1968,3000m-women,19,FRG,Paula Dufter,5:27.00
Grenoble 1968,3000m-women,20,JPN,Jitsuko Saito,5:27.80
Grenoble 1968,3000m-women,21,JPN,Kaname Ide,5:27.90
Grenoble 1968,3000m-women,22,KOR,Kuy Chin Kim,5:29.50
Grenoble 1968,3000m-women,22,CAN,Marcia Parsons,5:29.50
Grenoble 1968,3000m-women,24,FIN,Arja Kantola,5:30.70
Grenoble 1968,3000m-women,25,FRA,Marie Lise Perrenoud,5:41.70
Grenoble 1968,3000m-women,26,GBR,Patricia Tipper,5:49.00
Grenoble 1968,5000m-men,1,NOR,Fred Anton Maier,7:22.40
Grenoble 1968,5000m-men,2,NED,Cornelis Verkerk,7:23.20
Grenoble 1968,5000m-men,3,NED,Petrus Nottet,7:25.50
Grenoble 1968,5000m-men,4,NOR,Per Willy Guttormsen,7:27.80
Grenoble 1968,5000m-men,5,SWE,Johnny Höglin,7:32.70
Grenoble 1968,5000m-men,6,SWE,Örjan Sandler,7:32.80
Grenoble 1968,5000m-men,7,SWE,Jonny Nilsson,7:32.90
Grenoble 1968,5000m-men,8,NED,Jan Bols,7:33.10
Grenoble 1968,5000m-men,9,FIN,Kimmo Koskinen,7:35.90
Grenoble 1968,5000m-men,10,URS,Valery Lavrushkin,7:37.90
Grenoble 1968,5000m-men,11,URS,Stanislav Selianine,7:38.50
Grenoble 1968,5000m-men,12,NOR,Svein Erik Stiansen,7:39.60
Grenoble 1968,5000m-men,13,FRG,Günter Traub,7:40.40
Grenoble 1968,5000m-men,14,URS,Anatoly Mashkov,7:41.90
Grenoble 1968,5000m-men,15,FIN,Jouko Ilmari Launonen,7:46.50
Grenoble 1968,5000m-men,16,AUT,Hermann Strutz,7:53.30
Grenoble 1968,5000m-men,17,FIN,Raimo Hietala,7:54.00
Grenoble 1968,5000m-men,18,ITA,Giancarlo Gloder,7:54.50
Grenoble 1968,5000m-men,19,CAN,Paul Alan Enock,7:54.80
Grenoble 1968,5000m-men,20,FRG,Jürgen Traub,7:55.30
Grenoble 1968,5000m-men,21,JPN,Yoshiaki Demachi,7:55.60
Grenoble 1968,5000m-men,22,JPN,Tadao Ishihata,7:55.80
Grenoble 1968,5000m-men,23,ITA,Guido Gillarduzzi,7:57.40
Grenoble 1968,5000m-men,24,USA,William Lanigan,7:57.70
Grenoble 1968,5000m-men,25,USA,Bill Cox,7:58.10
Grenoble 1968,5000m-men,26,ITA,Renato De Riva,7:58.20
Grenoble 1968,5000m-men,27,GBR,John Barry Blewitt,7:59.80
Grenoble 1968,5000m-men,28,USA,Wayne Arthur Le Bombard,8:03.80
Grenoble 1968,5000m-men,29,CAN,Robert Hodges,8:05.00
Grenoble 1968,5000m-men,30,FRA,Michel Thepenier,8:06.20
Grenoble 1968,5000m-men,31,HUN,György Ivankai,8:07.50
Grenoble 1968,5000m-men,31,FRA,François Perrenoud,8:07.50
Grenoble 1968,5000m-men,33,JPN,Mutsuhiko Maeda,8:08.30
Grenoble 1968,5000m-men,34,SUI,Franz Krienbühl,8:08.90
Grenoble 1968,5000m-men,35,SUI,Ruedi Uster,8:12.20
Grenoble 1968,5000m-men,36,MGL,Tsend Luvsansharavyn,8:15.80
Grenoble 1968,5000m-men,37,AUT,Erich Korbel,8:20.80
Grenoble 1968,5000m-men,38,KOR,Il Hwan Lee,8:28.20
Grenoble 1968,10000m-men,1,SWE,Johnny Höglin,15:23.60
Grenoble 1968,10000m-men,2,NOR,Fred Anton Maier,15:23.90
Grenoble 1968,10000m-men,3,SWE,Örjan Sandler,15:31.80
Grenoble 1968,10000m-men,4,NOR,Per Willy Guttormsen,15:32.60
Grenoble 1968,10000m-men,5,NED,Cornelis Verkerk,15:33.90
Grenoble 1968,10000m-men,6,SWE,Jonny Nilsson,15:39.60
Grenoble 1968,10000m-men,7,NOR,Magne Thomassen,15:44.90
Grenoble 1968,10000m-men,8,NED,Petrus Nottet,15:54.70
Grenoble 1968,10000m-men,9,URS,Valery Lavrushkin,15:54.80
Grenoble 1968,10000m-men,10,URS,Stanislav Selianine,15:56.40
Grenoble 1968,10000m-men,11,FRG,Günter Traub,16:01.30
Grenoble 1968,10000m-men,12,FIN,Jouko Ilmari Launonen,16:02.10
Grenoble 1968,10000m-men,13,NED,Jan Bols,16:09.50
Grenoble 1968,10000m-men,14,FIN,Kimmo Koskinen,16:15.70
Grenoble 1968,10000m-men,15,CAN,Paul Alan Enock,16:21.20
Grenoble 1968,10000m-men,16,URS,Anatoly Mashkov,16:22.10
Grenoble 1968,10000m-men,17,AUT,Hermann Strutz,16:24.90
Grenoble 1968,10000m-men,18,FRG,Jürgen Traub,16:33.80
Grenoble 1968,10000m-men,19,ITA,Renato De Riva,16:39.50
Grenoble 1968,10000m-men,20,FIN,Raimo Hietala,16:45.90
Grenoble 1968,10000m-men,21,USA,William Lanigan,16:50.10
Grenoble 1968,10000m-men,22,JPN,Yoshiaki Demachi,16:54.60
Grenoble 1968,10000m-men,23,CAN,Robert Hodges,17:01.90
Grenoble 1968,10000m-men,24,ITA,Giancarlo Gloder,17:03.20
Grenoble 1968,10000m-men,25,USA,Bill Cox,17:08.20
Grenoble 1968,10000m-men,26,FRA,François Perrenoud,17:10.20
Grenoble 1968,10000m-men,27,HUN,György Ivankai,17:36.20
Grenoble 1968,10000m-men,28,JPN,Hirofumi Otsuka,17:38.80
Sapporo 1972,500m-men,1,FRG,Erhard Keller,39.44
Sapporo 1972,500m-men,2,SWE,Hasse Börjes,39.69
Sapporo 1972,500m-men,3,URS,Valery Muratov,39.80
Sapporo 1972,500m-men,4,NOR,Per Björang,39.91
Sapporo 1972,500m-men,5,FIN,Seppo Hänninen,40.12
Sapporo 1972,500m-men,6,FIN,Leo Linkovesi,40.14
Sapporo 1972,500m-men,7,SWE,Ove König,40.25
Sapporo 1972,500m-men,8,JPN,Masaki Suzuki,40.35
Sapporo 1972,500m-men,9,SWE,Mats Wallberg,40.41
Sapporo 1972,500m-men,10,FRG,Hans Lichtenstern,40.55
Sapporo 1972,500m-men,11,USA,Peter Eberling,40.58
Sapporo 1972,500m-men,12,NOR,Lasse Efskind,40.60
Sapporo 1972,500m-men,13,JPN,Takayuki Hida,40.62
Sapporo 1972,500m-men,14,URS,Vladimir Komarov,40.65
Sapporo 1972,500m-men,15,USA,Neil Blatchford,40.67
Sapporo 1972,500m-men,16,SWE,Johan Granath,40.79
Sapporo 1972,500m-men,17,JPN,Norio Hirate,41.08
Sapporo 1972,500m-men,18,NOR,Johan Lind,41.14
Sapporo 1972,500m-men,19,JPN,Keiichi Suzuki,41.28
Sapporo 1972,500m-men,20,USA,Gregory Lyman,41.30
Sapporo 1972,500m-men,21,FRG,Gerhard Zimmermann,41.35
Sapporo 1972,500m-men,22,KOR,Chung Gu Jeong,41.42
Sapporo 1972,500m-men,23,AUT,Otmar Braunecker,42.14
Sapporo 1972,500m-men,24,GBR,David Hampton,42.59
Sapporo 1972,500m-men,25,ITA,Bruno Toniolli,42.67
Sapporo 1972,500m-men,25,NED,Eddy Verheyen,42.67
Sapporo 1972,500m-men,27,FIN,Jouko Salakka,42.81
Sapporo 1972,500m-men,28,MGL,Dashnyam Luvsanlkhagvyn,42.86
Sapporo 1972,500m-men,29,CAN,Gerard Cassan,42.87
Sapporo 1972,500m-men,30,CAN,John Cassidy,43.01
Sapporo 1972,500m-men,31,FRG,Herbert Schwarz,43.03
Sapporo 1972,500m-men,32,NED,Jacob Van Dijk,43.04
Sapporo 1972,500m-men,33,FRA,Richard Tourne,43.06
Sapporo 1972,500m-men,34,NED,Ard Schenk,43.40
Sapporo 1972,500m-men,35,AUS,James Lynch,43.51
Sapporo 1972,500m-men,36,AUS,Colin Victor Coates,44.74
Sapporo 1972,500m-women,1,USA,Anne Henning,43.33
Sapporo 1972,500m-women,2,URS,Vera Krasnova,44.01
Sapporo 1972,500m-women,3,URS,Lyudmila Titova,44.45
Sapporo 1972,500m-women,4,USA,Sheila Young,44.53
Sapporo 1972,500m-women,5,FRG,Monika Holzner Gawenus,44.75
Sapporo 1972,500m-women,6,NED,Atje Deelstra,44.89
Sapporo 1972,500m-women,7,USA,Kay Lunda,44.95
Sapporo 1972,500m-women,8,URS,Alla Butova,45.17
Sapporo 1972,500m-women,9,JPN,Sachiko Saito,45.35
Sapporo 1972,500m-women,10,NED,Elisabeth Van Den Brom,45.62
Sapporo 1972,500m-women,11,NOR,Sigrid Sundby,45.70
Sapporo 1972,500m-women,12,FRG,Paula Dufter,45.77
Sapporo 1972,500m-women,13,GDR,Ruth Schleiermacher,45.78
Sapporo 1972,500m-women,14,CAN,Cathy Priestner,45.79
Sapporo 1972,500m-women,15,SWE,Ann Sofie Järnström,45.83
Sapporo 1972,500m-women,16,FIN,Arja Kantola,46.12
Sapporo 1972,500m-women,17,NOR,Kirsti Biermann,46.18
Sapporo 1972,500m-women,18,SWE,Ylva Hedlund,46.24
Sapporo 1972,500m-women,19,NOR,Lisbeth Korsmo,46.33
Sapporo 1972,500m-women,20,NED,Trijnie Rep,46.60
Sapporo 1972,500m-women,21,JPN,Ryoko Onozawa,46.70
Sapporo 1972,500m-women,22,KOR,Jung Hee Choi,46.74
Sapporo 1972,500m-women,23,SWE,Sylvia Filipsson,46.78
Sapporo 1972,500m-women,24,FIN,Tuula Vilkas,46.85
Sapporo 1972,500m-women,25,CAN,Donna Mccannell,47.30
Sapporo 1972,500m-women,26,KOR,Kyung Hee Lee,47.45
Sapporo 1972,500m-women,27,FRG,Monika Stützle,48.15
Sapporo 1972,500m-women,28,PRK,In Sook Tak,55.80
Sapporo 1972,1000m-women,1,FRG,Monika Holzner Gawenus,1:31.40
Sapporo 1972,1000m-women,2,NED,Atje Deelstra,1:31.61
Sapporo 1972,1000m-women,3,USA,Anne Henning,1:31.62
Sapporo 1972,1000m-women,4,URS,Lyudmila Titova,1:31.85
Sapporo 1972,1000m-women,5,URS,Nina Statkevitch,1:32.21
Sapporo 1972,1000m-women,6,USA,Dianne Holum,1:32.41
Sapporo 1972,1000m-women,7,NED,Elisabeth Van Den Brom,1:32.60
Sapporo 1972,1000m-women,8,CAN,Sylvia Burka,1:32.95
Sapporo 1972,1000m-women,9,NOR,Sigrid Sundby,1:33.13
Sapporo 1972,1000m-women,10,URS,Lyudmila Savrulina,1:33.41
Sapporo 1972,1000m-women,11,FIN,Tuula Vilkas,1:33.51
Sapporo 1972,1000m-women,12,PRK,Pil Hwa Han,1:33.79
Sapporo 1972,1000m-women,12,GDR,Rosemarie Taupadel,1:33.79
Sapporo 1972,1000m-women,14,SWE,Ylva Hedlund,1:33.82
Sapporo 1972,1000m-women,15,JPN,Emiko Taguchi,1:34.40
Sapporo 1972,1000m-women,16,FRG,Paula Dufter,1:34.86
Sapporo 1972,1000m-women,17,USA,Sheila Young,1:34.97
Sapporo 1972,1000m-women,18,JPN,Sachiko Saito,1:35.12
Sapporo 1972,1000m-women,19,SWE,Ann Sofie Järnström,1:35.21
Sapporo 1972,1000m-women,20,PRK,In Sook Tak,1:35.38
Sapporo 1972,1000m-women,21,FIN,Arja Kantola,1:35.45
Sapporo 1972,1000m-women,22,NOR,Lisbeth Korsmo,1:35.56
Sapporo 1972,1000m-women,23,NOR,Kirsti Biermann,1:35.76
Sapporo 1972,1000m-women,24,NED,Trijnie Rep,1:35.82
